Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,08/01/2024,Vente,"135000,00",5,,BD,4840,DE LA LIBERTE,34500,BEZIERS,34,32,,MP,3,,9,"105,92",,,,,,,,,1,2,Appartement,,104,4,,,
,,,,,,,000001,08/01/2024,Vente,"135000,00",5,,BD,4840,DE LA LIBERTE,34500,BEZIERS,34,32,,MP,3,,2,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2024,Vente,"37300,00",26,,RUE,0330,D ALSACE,34500,BEZIERS,34,32,,OZ,94,,70,"25,43",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,75,0,,,
,,,,,,,000001,02/01/2024,Vente,"149000,00",21,B,AV,2170,COLONEL D ORNANO,34500,BEZIERS,34,32,,LX,81,,,,,,,,,,,,0,2,Appartement,,40,3,S,,55
,,,,,,,000001,02/01/2024,Vente,"149000,00",21,B,AV,2170,COLONEL D ORNANO,34500,BEZIERS,34,32,,LX,81,,,,,,,,,,,,0,2,Appartement,,34,1,S,,55
,,,,,,,000001,02/01/2024,Vente,"149000,00",21,B,AV,2170,COLONEL D ORNANO,34500,BEZIERS,34,32,,LX,81,,,,,,,,,,,,0,2,Appartement,,43,2,S,,55
,,,,,,,000001,02/01/2024,Vente,"149000,00",21,B,AV,2170,COLONEL D ORNANO,34500,BEZIERS,34,32,,LX,81,,,,,,,,,,,,0,2,Appartement,,40,2,S,,55
,,,,,,,000001,09/01/2024,Vente,"141500,00",45,,RUE,3589,FRANCOIS GAUBERT,34500,BEZIERS,34,32,,DM,334,,54,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2024,Vente,"141500,00",45,,RUE,3589,FRANCOIS GAUBERT,34500,BEZIERS,34,32,,DM,334,,33,"44,52",,,,,,,,,1,2,Appartement,,44,2,,,
,,,,,,,000001,11/01/2024,Vente,"227850,00",73,,RUE,4235,DE LA HOTTE,34500,BEZIERS,34,32,,HS,753,,,,,,,,,,,,0,1,Maison,,109,5,S,,337
,,,,,,,000001,08/01/2024,Vente,"140000,00",91,,IMP,4885,DU LIMOUSIN,34500,BEZIERS,34,32,,NZ,234,,33,"61,53",,,,,,,,,1,2,Appartement,,62,3,,,
,,,,,,,000001,08/01/2024,Vente,"140000,00",91,,IMP,4885,DU LIMOUSIN,34500,BEZIERS,34,32,,NZ,234,,12,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2024,Vente,,105,,RUE,1036,MAURICE BEJART,34500,BEZIERS,34,32,,MZ,414,,4002,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,200,0,,,
,,,,,,,000001,05/01/2024,Vente,"70000,00",3,,RUE,7870,VALMY,34500,BEZIERS,34,32,,MP,651,,5,"60,10",,,,,,,,,1,2,Appartement,,70,3,,,
,,,,,,,000001,05/01/2024,Vente,"71000,00",105,,RUE,1036,MAURICE BEJART,34500,BEZIERS,34,32,,MZ,414,,3023,,3100,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2024,Vente,"71000,00",105,,RUE,1036,MAURICE BEJART,34500,BEZIERS,34,32,,MZ,414,,3023,,3100,,,,,,,,2,2,Appartement,,39,2,,,
,,,,,,,000001,04/01/2024,Vente,"224500,00",105,,RUE,1036,MAURICE BEJART,34500,BEZIERS,34,32,,MZ,414,,4006,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,200,0,,,
,,,,,,,000001,09/01/2024,Vente,"69350,00",6,,RUE,0460,ANDRE CADELARD,34500,BEZIERS,34,32,,PZ,133,,,,,,,,,,,,0,1,Maison,,51,3,S,,46
,,,,,,,000001,15/01/2024,Vente,"113880,00",7,,RUE,7090,DU ROUAT,34500,BEZIERS,34,32,,OT,177,,,,,,,,,,,,0,2,Appartement,,54,2,S,,254
,,,,,,,000001,15/01/2024,Vente,"113880,00",7,,RUE,7090,DU ROUAT,34500,BEZIERS,34,32,,OT,177,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,254
,,,,,,,000001,15/01/2024,Vente,"113880,00",7,,RUE,7090,DU ROUAT,34500,BEZIERS,34,32,,OT,177,,,,,,,,,,,,0,2,Appartement,,54,2,S,,254
,,,,,,,000001,15/01/2024,Vente,"113880,00",7,,RUE,7090,DU ROUAT,34500,BEZIERS,34,32,,OT,177,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,254
,,,,,,,000001,15/01/2024,Vente,"113880,00",,,RUE,7090,DU ROUAT,34500,BEZIERS,34,32,,OT,352,,,,,,,,,,,,0,,,,,,S,,85
,,,,,,,000001,17/01/2024,Vente,"81300,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,101,,77,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,17/01/2024,Vente,"81300,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,101,,77,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,17/01/2024,Vente,"81300,00",3,,RUE,0422,DES ANC D ALGERIE,34500,BEZIERS,34,32,,MY,50,,195,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,15/01/2024,Vente,"11700,00",60,,BD,4840,DE LA LIBERTE,34500,BEZIERS,34,32,,MP,276,,17,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2024,Vente,"174098,00",1,,RUE,5530,MAZAGRAN,34500,BEZIERS,34,32,,LY,128,,,,,,,,,,,,0,1,Maison,,90,4,S,,27
,,,,,,,000001,04/01/2024,Vente,"132000,00",14,,RUE,0240,ALFRED DE MUSSET,34500,BEZIERS,34,32,,MP,536,,12,,14,,22,,,,,,3,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2024,Vente,"132000,00",14,,RUE,0240,ALFRED DE MUSSET,34500,BEZIERS,34,32,,MP,536,,12,,14,,22,,,,,,3,2,Appartement,,127,4,,,
,,,,,,,000001,04/01/2024,Vente terrain à bâtir,"156500,00",,,,B078,LES FANGASSES,34500,BEZIERS,34,32,,AC,170,,,,,,,,,,,,0,,,,,,T,,581
,,,,,,,000001,04/01/2024,Vente,"113900,00",,,RTE,5230,DE MARAUSSAN RD 14,34500,BEZIERS,34,32,,RV,269,,,,,,,,,,,,0,,,,,,S,,123
,,,,,,,000001,04/01/2024,Vente,"95000,00",15,,BD,5320,MAL DE LATTRE DE TASSIGNY,34500,BEZIERS,34,32,,MV,27,,52,,,,,,,,,,1,2,Appartement,,56,3,,,
,,,,,,,000001,04/01/2024,Vente,"95000,00",15,,BD,5320,MAL DE LATTRE DE TASSIGNY,34500,BEZIERS,34,32,,MV,27,,119,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,1,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,2,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,2,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,2,,,,,,,,,,1,2,Appartement,,67,3,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,1,,,,,,,,,,1,2,Appartement,,67,3,,,
,,,,,,,000001,08/01/2024,Vente,"180000,00",44,,RUE,4058,HENRI MARTIN,34500,BEZIERS,34,32,,PR,385,,1,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,16/01/2024,Vente,"163000,00",21,,IMP,4623,DES JUJUBIERS,34500,BEZIERS,34,32,,NP,140,,18,,,,,,,,,,1,1,Maison,,97,5,S,,117
,,,,,,,000001,08/01/2024,Vente,"143000,00",25,,RUE,1393,DU CABERNET,34500,BEZIERS,34,32,,HZ,200,,,,,,,,,,,,0,1,Maison,,76,4,S,,78
,,,,,,,000001,03/01/2024,Vente,"195000,00",24,,RUE,6900,RENE CAILLIE,34500,BEZIERS,34,32,,OT,432,,11,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2024,Vente,"195000,00",24,,RUE,6900,RENE CAILLIE,34500,BEZIERS,34,32,,OT,432,,14,"89,16",,,,,,,,,1,2,Appartement,,92,3,,,
,,,,,,,000001,19/01/2024,Vente,"172000,00",31,,RUE,7089,ROGER ROUAN,34500,BEZIERS,34,32,,DM,463,,,,,,,,,,,,0,,,,,,AB,,496
,,,,,,,000001,22/01/2024,Vente,"299250,00",17,,RUE,4086,HENRI DE FRANCE,34500,BEZIERS,34,32,,CX,287,,,,,,,,,,,,0,1,Maison,,120,4,S,,400
,,,,,,,000001,22/01/2024,Vente,"299250,00",17,,RUE,4086,HENRI DE FRANCE,34500,BEZIERS,34,32,,CX,287,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,400
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,2,Appartement,,38,2,S,,58
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,42,0,S,,58
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,2,Appartement,,20,1,S,,58
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,2,Appartement,,20,1,S,,58
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,2,Appartement,,20,1,S,,58
,,,,,,,000001,24/01/2024,Vente,"164000,00",7,,RUE,0500,ANDRE NOUGARET,34500,BEZIERS,34,32,,OZ,796,,,,,,,,,,,,0,2,Appartement,,20,1,S,,58
,,,,,,,000001,10/01/2024,Vente,"72000,00",6,,RUE,1175,DU BERRY,34500,BEZIERS,34,32,,NZ,360,,82,,98,"60,53",,,,,,,2,2,Appartement,,64,3,,,
,,,,,,,000001,10/01/2024,Vente,"72000,00",6,,RUE,1175,DU BERRY,34500,BEZIERS,34,32,,NZ,360,,82,,98,"60,53",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,19/01/2024,Vente,"546340,00",11,,RUE,7940,VERDI,34500,BEZIERS,34,32,,NS,547,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,345
,,,,,,,000001,19/01/2024,Vente,"546340,00",11,,RUE,7940,VERDI,34500,BEZIERS,34,32,,NS,547,,,,,,,,,,,,0,1,Maison,,130,5,S,,345
,,,,,,,000001,09/01/2024,Vente,"223870,00",5,,IMP,6093,PAUL DUKAS,34500,BEZIERS,34,32,,NW,23,,,,,,,,,,,,0,1,Maison,,88,3,S,,525
,,,,,,,000001,18/01/2024,Vente,"243034,00",138,,RUE,8129,DE TAUTAVEL,34500,BEZIERS,34,32,,RX,277,,,,,,,,,,,,0,1,Maison,,106,4,S,,352
,,,,,,,000001,19/01/2024,Vente,"80000,00",6,,PL,7150,SAINT APHRODISE,34500,BEZIERS,34,32,,PX,202,,15,"64,60",16,,,,,,,,2,2,Appartement,,70,4,,,
,,,,,,,000001,24/01/2024,Vente,"43000,00",8,,RUE,3950,GUILHEMON,34500,BEZIERS,34,32,,OZ,1079,,1,"99,87",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,101,0,,,
,,,,,,,000001,24/01/2024,Vente,"89394,00",23,,RUE,0898,DU BANANIER,34500,BEZIERS,34,32,,CK,172,,,,,,,,,,,,0,1,Maison,,130,5,S,,357
,,,,,,,000001,23/01/2024,Vente,"58000,00",15,,RUE,0310,ALPHONSE DAUDET,34500,BEZIERS,34,32,,OX,616,,82,"24,55",,,,,,,,,1,2,Appartement,,24,1,,,
,,,,,,,000001,08/01/2024,Vente,"93500,00",5,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,DI,272,,40,"40,77",76,,,,,,,,2,2,Appartement,,41,2,,,
,,,,,,,000001,08/01/2024,Vente,"93500,00",5,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,DI,272,,40,"40,77",76,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2024,Vente,"60000,00",31,,BD,7950,DE VERDUN,34500,BEZIERS,34,32,,MR,256,,27,,79,"46,57",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2024,Vente,"60000,00",31,,BD,7950,DE VERDUN,34500,BEZIERS,34,32,,MR,256,,27,,79,"46,57",,,,,,,2,2,Appartement,,44,2,,,
,,,,,,,000001,04/01/2024,Vente,"60000,00",27,,RUE,5200,MALBEC,34500,BEZIERS,34,32,,PX,34,,,,,,,,,,,,0,2,Appartement,,16,1,S,,47
,,,,,,,000001,04/01/2024,Vente,"60000,00",27,,RUE,5200,MALBEC,34500,BEZIERS,34,32,,PX,34,,,,,,,,,,,,0,2,Appartement,,15,1,S,,47
,,,,,,,000001,04/01/2024,Vente,"60000,00",27,,RUE,5200,MALBEC,34500,BEZIERS,34,32,,PX,34,,,,,,,,,,,,0,2,Appartement,,32,1,S,,47
,,,,,,,000001,04/01/2024,Vente,"60000,00",27,,RUE,5200,MALBEC,34500,BEZIERS,34,32,,PX,34,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,47
,,,,,,,000001,04/01/2024,Vente,"60000,00",27,,RUE,5200,MALBEC,34500,BEZIERS,34,32,,PX,34,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,47
,,,,,,,000001,09/01/2024,Vente,"100,00",,,RTE,5860,DE NARBONNE D 609,34500,BEZIERS,34,32,,AE,65,,,,,,,,,,,,0,,,,,,S,,161
,,,,,,,000001,25/01/2024,Vente,"114000,00",8,,RUE,7105,DU ROUSSILLON,34500,BEZIERS,34,32,,NZ,360,,232,"10,00",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,25/01/2024,Vente,"114000,00",8,,RUE,7105,DU ROUSSILLON,34500,BEZIERS,34,32,,NZ,360,,229,,235,"72,12",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,25/01/2024,Vente,"114000,00",8,,RUE,7105,DU ROUSSILLON,34500,BEZIERS,34,32,,NZ,360,,229,,235,"72,12",,,,,,,2,2,Appartement,,72,4,,,
,,,,,,,000001,12/01/2024,Vente,"70000,00",3,,RUE,6120,PAUL NOGUIER,34500,BEZIERS,34,32,,OT,335,,540,,,,,,,,,,1,2,Appartement,,43,2,,,
,,,,,,,000001,12/01/2024,Vente,"70000,00",3,,RUE,6120,PAUL NOGUIER,34500,BEZIERS,34,32,,OT,335,,540,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,12/01/2024,Vente,"70000,00",3,,RUE,6120,PAUL NOGUIER,34500,BEZIERS,34,32,,OT,335,,522,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,19/01/2024,Vente,"192575,00",1,,RUE,1690,CASTELBON DE BEAUXHOSTES,34500,BEZIERS,34,32,,NS,558,,27,,87,"60,41",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,19/01/2024,Vente,"192575,00",1,,RUE,1690,CASTELBON DE BEAUXHOSTES,34500,BEZIERS,34,32,,NS,558,,27,,87,"60,41",,,,,,,2,2,Appartement,,61,3,,,
,,,,,,,000001,25/01/2024,Vente,"167000,00",4,,RUE,6830,RAYMOND VIALA,34500,BEZIERS,34,32,,PT,31,,,,,,,,,,,,0,1,Maison,,62,4,S,,112
,,,,,,,000001,16/01/2024,Vente,"157950,00",9,,RUE,4290,JACQUES GABRIEL AZAIS,34500,BEZIERS,34,32,,OS,232,,,,,,,,,,,,0,2,Appartement,,81,3,S,,215
,,,,,,,000001,16/01/2024,Vente,"157950,00",9,,RUE,4290,JACQUES GABRIEL AZAIS,34500,BEZIERS,34,32,,OS,232,,,,,,,,,,,,0,2,Appartement,,81,2,S,,215
,,,,,,,000001,10/01/2024,Vente,"172000,00",1,,RUE,3730,GENERAL THOMIERES,34500,BEZIERS,34,32,,OY,360,,34,"86,45",35,,36,,37,,,,4,2,Appartement,,85,4,,,
,,,,,,,000001,10/01/2024,Vente,"172000,00",1,,RUE,3730,GENERAL THOMIERES,34500,BEZIERS,34,32,,OY,360,,34,"86,45",35,,36,,37,,,,4,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2024,Vente,"172000,00",1,,RUE,3730,GENERAL THOMIERES,34500,BEZIERS,34,32,,OY,360,,34,"86,45",35,,36,,37,,,,4,3,Dépendance,,0,0,,,
,,,,,,,000001,15/01/2024,Vente,"162000,00",7,,RUE,6040,PAUL ALARY,34500,BEZIERS,34,32,,NW,188,,,,,,,,,,,,0,1,Maison,,70,4,S,,144
,,,,,,,000001,22/01/2024,Vente,"4500,00",1,,RPT,4240,HOURS,34500,BEZIERS,34,32,,MS,234,,441,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,19/01/2024,Vente,"54000,00",19,,RUE,0650,D ARCOLE,34500,BEZIERS,34,32,,OZ,950,,61,"56,69",82,,,,,,,,2,2,Appartement,,56,3,,,
,,,,,,,000001,19/01/2024,Vente,"54000,00",19,,RUE,0650,D ARCOLE,34500,BEZIERS,34,32,,OZ,950,,61,"56,69",82,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,25/01/2024,Vente,"156000,00",165,,AV,5325,MARECHAL FOCH,34500,BEZIERS,34,32,,OW,152,,103,"62,27",3,,,,,,,,2,4,Local industriel. commercial ou assimilé,,85,0,,,
,,,,,,,000001,26/01/2024,Vente,"1,00",,,,B133,MAZERAN,34500,BEZIERS,34,32,,DR,62,,,,,,,,,,,,0,,,,,,S,,187
,,,,,,,000001,26/01/2024,Vente,"145000,00",10,,RUE,6830,RAYMOND VIALA,34500,BEZIERS,34,32,,PT,28,,,,,,,,,,,,0,1,Maison,,74,5,S,,159
,,,,,,,000001,25/01/2024,Vente,"352900,00",825,,CR,X078,19 LA FONTAINE LECHE FRITE,34500,BEZIERS,34,32,,BZ,496,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,774
,,,,,,,000001,25/01/2024,Vente,"352900,00",825,,CR,X078,19 LA FONTAINE LECHE FRITE,34500,BEZIERS,34,32,,BZ,496,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,774
,,,,,,,000001,25/01/2024,Vente,"352900,00",825,,CR,X078,19 LA FONTAINE LECHE FRITE,34500,BEZIERS,34,32,,BZ,496,,,,,,,,,,,,0,1,Maison,,102,4,S,,774
,,,,,,,000001,25/01/2024,Vente,"352900,00",825,,CR,X078,19 LA FONTAINE LECHE FRITE,34500,BEZIERS,34,32,,BZ,498,,,,,,,,,,,,0,,,,,,AB,RUE,372
,,,,,,,000001,25/01/2024,Vente,"352900,00",825,,CR,X078,19 LA FONTAINE LECHE FRITE,34500,BEZIERS,34,32,,BZ,657,,,,,,,,,,,,0,,,,,,S,,75
,,,,,,,000001,26/01/2024,Vente,"53174,71",11,,RUE,5590,MEYERBEER,34500,BEZIERS,34,32,,MP,383,,11,"33,01",4,,,,,,,,2,2,Appartement,,43,2,,,
,,,,,,,000001,24/01/2024,Vente,"87280,00",91,,RUE,3851,GERRY ROUFS,34500,BEZIERS,34,32,,CH,157,,2028,"50,34",2116,,,,,,,,2,2,Appartement,,47,2,,,
,,,,,,,000001,24/01/2024,Vente,"87280,00",91,,RUE,3851,GERRY ROUFS,34500,BEZIERS,34,32,,CH,157,,2028,"50,34",2116,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,23/01/2024,Vente,"92805,00",353,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,CZ,447,,15,,28,,,,,,,,2,2,Appartement,,47,2,,,
,,,,,,,000001,23/01/2024,Vente,"92805,00",353,,BD,4041,ERNEST HEMINGWAY,34500,BEZIERS,34,32,,CZ,447,,15,,28,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,14,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,24,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,32,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,14,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,14,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,14,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,2,Appartement,,10,1,S,,58
,,,,,,,000001,26/01/2024,Vente,"204000,00",25,,RUE,7390,SEBASTOPOL,34500,BEZIERS,34,32,,OZ,374,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,58
,,,,,,,000001,23/01/2024,Vente,"117000,00",5,,RUE,4850,LIEUTENANT PASQUET,34500,BEZIERS,34,32,,LW,117,,2,,6,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,23/01/2024,Vente,"117000,00",5,,RUE,4850,LIEUTENANT PASQUET,34500,BEZIERS,34,32,,LW,117,,9,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,23/01/2024,Vente,"117000,00",5,,RUE,4850,LIEUTENANT PASQUET,34500,BEZIERS,34,32,,LW,117,,2,,6,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,26/01/2024,Vente,"85000,00",3,,IMP,4055,HENRI BILLE,34500,BEZIERS,34,32,,MV,60,,117,,99,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,26/01/2024,Vente,"85000,00",3,,IMP,4055,HENRI BILLE,34500,BEZIERS,34,32,,MV,60,,117,,99,,,,,,,,2,2,Appartement,,63,3,,,
,,,,,,,000001,15/01/2024,Vente,"68400,00",3,,RUE,7870,VALMY,34500,BEZIERS,34,32,,MP,651,,6,"57,11",,,,,,,,,1,2,Appartement,,65,3,,,
,,,,,,,000001,23/01/2024,Vente,"84000,00",38,,AV,7281,SAINT SAENS,34500,BEZIERS,34,32,,MP,619,,10,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,80,0,,,
,,,,,,,000001,16/01/2024,Vente,"223250,00",9007,F,RUE,5310,MARECHAL BUGEAUD,34500,BEZIERS,34,32,,MT,300,,13,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,16/01/2024,Vente,"223250,00",6,,RUE,5020,LOUIS DAGUERRE,34500,BEZIERS,34,32,,MT,300,,3,"98,23",,,,,,,,,1,1,Maison,,97,4,,,
,,,,,,,000001,05/01/2024,Vente,"168000,00",161,,RUE,6711,DE PUIVERT,34500,BEZIERS,34,32,,DI,257,,104,"12,30",4204,"49,97",,,,,,,2,2,Appartement,,50,2,,,
,,,,,,,000001,05/01/2024,Vente,"168000,00",161,,RUE,6711,DE PUIVERT,34500,BEZIERS,34,32,,DI,257,,104,"12,30",4204,"49,97",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,17/01/2024,Vente,"55000,00",8,,RUE,2630,DIDEROT,34500,BEZIERS,34,32,,OZ,582,,,,,,,,,,,,0,1,Maison,,52,3,S,,22
,,,,,,,000001,12/01/2024,Vente,"53000,00",23,,RUE,0770,AUGUSTE COMTE,34500,BEZIERS,34,32,,MP,104,,1,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,12/01/2024,Vente,"53000,00",23,,RUE,0770,AUGUSTE COMTE,34500,BEZIERS,34,32,,MP,104,,1,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,15/01/2024,Vente,"69500,00",4,,RUE,7515,SURCOUF,34500,BEZIERS,34,32,,OT,436,,89,,98,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,15/01/2024,Vente,"69500,00",4,,RUE,7515,SURCOUF,34500,BEZIERS,34,32,,OT,436,,89,,98,,,,,,,,2,2,Appartement,,67,4,,,
,,,,,,,000001,10/01/2024,Vente,"86400,00",2,,RUE,5180,MAITRE GERVAIS,34500,BEZIERS,34,32,,LZ,181,,34,,86,"40,59",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2024,Vente,"86400,00",2,,RUE,5180,MAITRE GERVAIS,34500,BEZIERS,34,32,,LZ,181,,34,,86,"40,59",,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,11/01/2024,Vente,"100000,00",29,,BD,5320,MAL DE LATTRE DE TASSIGNY,34500,BEZIERS,34,32,,MV,31,,,,,,,,,,,,0,1,Maison,,118,3,S,,305
,,,,,,,000001,12/01/2024,Vente en l'état futur d'achèvement,"134520,00",17,,RUE,5110,LOUVOIS,34500,BEZIERS,34,32,,MT,501,,54,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,12/01/2024,Vente en l'état futur d'achèvement,"134520,00",17,,RUE,5110,LOUVOIS,34500,BEZIERS,34,32,,MT,501,,195,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,10/01/2024,Vente,"26500,00",12,,RUE,7300,SAINT VINCENT DE PAUL,34500,BEZIERS,34,32,,RT,200,,3,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2024,Vente,"26500,00",12,,RUE,7300,SAINT VINCENT DE PAUL,34500,BEZIERS,34,32,,RT,200,,9,"23,07",,,,,,,,,1,2,Appartement,,51,3,,,
,,,,,,,000001,10/01/2024,Vente,"26500,00",12,,RUE,7300,SAINT VINCENT DE PAUL,34500,BEZIERS,34,32,,RT,200,,3,,,,,,,,,,1,2,Appartement,,55,4,,,
,,,,,,,000001,10/01/2024,Vente,"26500,00",12,,RUE,7300,SAINT VINCENT DE PAUL,34500,BEZIERS,34,32,,RT,200,,9,"23,07",,,,,,,,,1,3,Dépendance,,0,0,,,
